Gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
IGLV6-57,-1.5282472656847148,1.338613577511835,-3.3366153359111803,9.866483538540866e-4,0.007599356792335023,-1.0179749898006154
AC019117.1,1.017972173131788,-1.9272287543370339,3.3365853858951384,9.867497822757393e-4,0.007599356792335023,-0.8652528206324979
C1orf194,1.3604779167280259,2.450787388173082,3.3336231309880944,9.968298677546414e-4,0.007659572866633396,-1.1667809519019743
IGLJ2,-1.4475287515308333,-0.1971552496932973,-3.3331245287292184,9.985359369541543e-4,0.007669233390575513,-0.9419393264136193
IGLV9-49,-1.497791153484875,-1.6568891952793363,-3.3184443238202967,0.0010500033578645627,0.008010428192179713,-0.9312721629184075
MT3,1.1933868589534171,1.0067032388578714,3.3123537371454415,0.001072072829981233,0.008111991137951816,-1.0810232343213162
M1AP,1.0475685627648927,2.514518980986054,3.3095786031408534,0.0010822711791635936,0.008174768915785719,-1.1757853585682287
MMP12,-1.0140073727833792,1.7223356358783013,-3.308996203892592,0.0010844228731397313,0.008181072930100928,-1.1194072309540113
TMEM190,1.2573432898369694,-1.4347778732147656,3.3088098422102123,0.0010851122332945537,0.008183236003517072,-0.9705653475528155
FMO6P,1.2733684162369865,-1.2785227320079329,3.3017528092500674,0.0011115186878913044,0.008342136563036512,-1.0072334295975764
AL713852.1,1.0777374780840825,-0.10772115267045299,3.29899447523316,0.001122001597994546,0.008400582949777365,-1.0667023687791
CFAP77,1.4853909649780188,1.4405938955681403,3.2939062892633593,0.00114158074237885,0.008508062709243765,-1.172950706458053
IGHJ1,-1.2146401873811972,-2.518860168624937,-3.288356853973907,0.0011632968480686469,0.00863945931472969,-0.9947755015244573
IGHV2-5,-1.5838366739167933,0.32292325086892293,-3.283917295382215,0.0011809457520600634,0.008740546782545058,-1.118993977787376
IGHV5-51,-1.4733008600320139,1.5738435846897374,-3.2755661979303654,0.001214821022219641,0.008955394434382294,-1.22015760476045
SULT4A1,1.2468570176781997,1.116814603004608,3.2729723614597463,0.0012255250975358079,0.009008163501742408,-1.1673871730243262
LHX1-DT,1.5082569795769736,-2.1594463801782524,3.2714660398392836,0.0012317814595589184,0.00904433756650125,-1.0398553179979029
HGC6.3,1.109208506304466,-2.5398554729730645,3.2613906471221457,0.0012743979842907843,0.009290123612885904,-1.0653271153742958
KHDRBS2,1.0358475498020474,-2.7391151962190894,3.2421186929025456,0.0013597542313824554,0.009772151696823559,-1.1229784924794588
AQP7,1.0289213524644112,-0.0024789875660715904,3.2372083727356267,0.0013823351147403563,0.009895941835851707,-1.2403898968178275
TNFRSF17,-1.0542441386465242,-1.851716593549991,-3.2346037480786567,0.00139445369178538,0.009947657715635683,-1.1714431774034084
FAM163B,1.3186578237475337,-1.7771487310341352,3.234255238462294,0.001396082666171786,0.0099557838972896065,-1.1780600988601133
NAPSB,1.295799460320696,4.372783936778751,3.233906630084734,0.0013977138687853025,0.009963920262782353,-1.6882343448189463
KCNE1B,1.1148626145885927,-2.370054453374037,3.233610791213388,0.0013990995404060751,0.009966806540207877,-1.1635678714421438
PPP2R2C,1.0234478416818882,3.840444422538463,3.2299762682980333,0.0014162275428733614,0.010053583158001466,-1.6313942531244647
CCDC187,1.2578383052155861,1.391771026509453,3.2296615620197704,0.0014177197393658207,0.010060662005192369,-1.3354572911469695
ETNPPL,1.064922259387745,-2.400159016316257,3.2263266195559606,0.0014336224340208196,0.010148708585523906,-1.176707049827673
DES,-1.507778809469912,2.7299531818082503,-3.2220598520579835,0.0014542098702396127,0.010248044869192056,-1.448881017069219
MS4A1,-1.223411494720545,-1.3280195722341195,-3.219404870869017,0.0014671583867073507,0.010332129955453984,-1.2319046026819427
AC010329.1,1.0206633118132755,0.6551234022598379,3.218558055245341,0.0014713108015980397,0.010357783419355233,-1.3340960676029017
IGHV3-21,-1.3940531197310606,0.8786925849904121,-3.19933799963716,0.0015685391399083528,0.010924944989546732,-1.4039861276191967
PLA2G2A,-1.1312470723130588,-2.180613964278205,-3.188459018780357,0.0016261782061785365,0.011260799271677198,-1.2834321307588654
FAM181A-AS1,1.0108432497928734,0.16365952566849076,3.183495779401401,0.0016531208187678583,0.011416251281222546,-1.404252503642546
AC022031.2,1.275623274140712,-2.1346545616973946,3.173984062207024,0.0017059132152442403,0.011693405923248452,-1.3307060788632397
CACNA1E,1.189586780520469,-0.17833972075065713,3.1732625753881503,0.0017099806579729101,0.01170944976167164,-1.4060509924041922
CXCR1,1.0370953110166354,-1.863408410549263,3.1593093644315537,0.00179043001873784,0.012124538629832034,-1.3944624463119668
SLC4A4,1.0758446351974322,1.2536572380673041,3.157510719136081,0.001801051413802688,0.012181220943136716,-1.5427965503913121
