Gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
NTHL1,-0.06366401045371184,5.251983397836447,-0.49851683147258913,0.6185892674137825,0.7166509873406894,-7.181102946168205
PLCXD2,-0.0837856646560412,0.7623089696394102,-0.4979902230857861,0.6189598220274726,0.7170394107892358,-6.551697737521052
SLPI,0.17474338929348576,9.022445619749764,0.4978609297449254,0.6190508158237755,0.7171039487490689,-7.236022790974547
TRPV6,0.1979425916718216,1.5041789070569611,0.49763379980616446,0.6192106790837446,0.7172356310485916,-6.650031488107443
OTUD4,0.05022432331752835,5.155316840268557,0.4975991441663074,0.6192350727223792,0.7172356310485916,-7.155850348400575
SOX9-AS1,0.12324958292702382,-0.46891785804935404,0.49736317276945713,0.6194011810324442,0.7173545060064347,-6.424703425320048
ALKBH4,0.038974513638122765,4.28668846913699,0.49731766902689584,0.6194332149176807,0.7173545060064347,-7.064576202146092
AF287957.1,0.12005863110988324,-1.7979221022301413,0.4973029275692553,0.6194435928170108,0.7173545060064347,-6.311863475091592
RASAL2-AS1,-0.07419523297742056,-0.21344379393954094,-0.4972248660625332,0.6194985489300104,0.7173693929614077,-6.465075424211882
ZCCHC17,0.03458884119129646,5.494945764793876,0.49716143622491354,0.6195432057716319,0.7173693929614077,-7.18912706710795
PSORS1C2,0.20684673547345644,-2.06501924309833,0.4971342619387999,0.6195623378592594,0.7173693929614077,-6.260487327580346
LINC02352,-0.10724744788537416,-0.3434034590773794,-0.497002239283861,0.6196552922523008,0.7174000283387554,-6.457270526543832
MRPL20-AS1,-0.0521721425390016,4.397748037640032,-0.4969964156212421,0.6196593927124017,0.7174000283387554,-7.076307293380286
AC008554.1,0.18055744786714145,-2.349599568543491,0.4969183364081598,0.6197143696943181,0.7174228098466235,-6.2557933707782025
CALML5,-0.26964832396645866,-1.9819745762194554,-0.4965190719962166,0.6199955324113671,0.717707421582766,-6.239701821031889
DSG2-AS1,-0.0914449345032875,-1.6436225134088545,-0.4959607863680193,0.6203887719170994,0.7180553899334063,-6.340851668181264
